lan,text
kr,"사실, 코카잎은 통증을 없애기 위해 수세기 동안 사용되어 왔다."
kr,그들은 공을 가지고 놀고 있다.
kr,"그 이후로, 이 과학자들은 외계인들이 우리의 신호에 응답하기를 기대하면서, 지구로부터 전파를 내보내고 있다."
kr,한번 상상해 보라!
kr,전 유명한 여배우-슈퍼스타랍니다!
kr,또한 코요테는 사람들의 농장에서 송아지와 양을 잡아먹는 것을 좋아한다.
kr,그러나 때론 그 영어가 같은 언어처럼 보이지 않는다.
kr,이것은 한국인들이 특별히 시력이 나빴다는 뜻은 아니다. 그들은 그저 일본인 주최측에 깊은 인상을 남기려고 했던 것뿐이었다.
kr,우리의 돈 걱정은 끝났다!
kr,한 아기가 인도에서 늑대들과 함께 살았다.
kr,목사는 돼지와 소 이야기로 답변을 했다.
kr,"그러나 우리가 걱정해야 하는 또 다른 유형의 테러가 있는데, 그것은 바로 사이버 테러이다."
kr,아주 최근에는 자신들이 살인을 저지르지 않았다는 것이 밝혀진후 오랜 감옥생활에서 풀려난 사람들에 관한 사건이 두 건 있었다.
kr,"하지만 문제가 한 가지 있는데, 그것은 그 별이 지구에서 17광년이나 떨어져 있어 거기까지 도달하는 데 40만년이 걸린다는 것이다."
kr,지난 3년간 미국에서 약 90여 명의 사람들이 냉동되었다.
kr,그리고 나서는 혼자 다 먹어 버린다.
kr,한 남자가 최초의 포도나무를 심고 있을 때 악마가 그에게 다가와서 뭘 하고 있냐고 물었다.
kr,"그러나 그것들은 일반적인 인류를 지칭할 때 ""그 남자"" 대신에 ""그들""을 사용하는 것과 같은 작은 변화일 뿐이었다."
kr,"저는 읽을 책이 많지만, 저는 그것들을 읽을 시간이 없습니다."
kr,한국의 신문에는 새롭고 혁명적인 영어 학습 방법에 대한 광고가 종종 보도된다.
kr,"첫째, 인도에서는 매우 많은 사람들이 인터넷에서 사용되는 주요 언어인 영어를 사용한다."
kr,하지만 아주 재미있어요.
kr,"어느날 오후, 그녀는 퇴근하면서 사장에게 다름과 같은 쪽지를 남겼다."
kr,"의사가 대답했다. “당신은 물을 충분히 마시고 있지 않습니다."""
kr,우리가 지구 밖의 지능체로부터 온 신호를 발견하는 그 날은 세계 역사에서 하나의 전환점이 될 것이다.
kr,이슬람교도들에게 있어 라마단은 해마다 있는 관습보다 훨씬 더 많은 것을 의미한다.
kr,"내가 “점심 다 됐어요.""하고 말하면 남편은 “뭐라고요?"" 라며 소리를 지르곤 했다."
kr,동시에 우리들의 사고 방식과 외국 민족의 사고 방식 역시 비교할 수 있다.
kr,그것은 세계에서 가장 유명한 음료이고 미국을 상징하는 것 중의 하나가 되었다.
kr,공원들은 아름답다.
kr,그는 수미의 부모님과 친구들을 만날 것이다.
kr,이제 사자의 차례이다.
kr,"그것들은 자신의 영역을 구분하고, 짝을 짓기 위해 암컷 새들을 불러들이려고 노래하는 것이다."
kr,내가 셔츠를 선택한다면 바지가 기회비용이 되는 것이다.
kr,그 중 한가지는 그 생각이 최후의 만찬까지 거슬러 올라간다는 것이다.
kr,"사장은 대꾸했다, ""정말로요?"""
kr,이 안경은 그 주인에게 고등교육을 받은 사람의 인상을 심어주었다.
kr,이것은 환경에 심각한 문제가 있다는 것을 나타낸다.
kr,오늘날 많은 종류의 국제적 경기들이 세계 곳곳에서 펼쳐지다.
kr,착륙할 때는 사용자의 다리를 다치게 할 수도 있다.
kr,이는 가난한 젊은이일수록 중산층 젊은이에 비해 대학에 진학해 학업을 마치고 그래서 결혼을 뒤로 미룰 수 있는 선택권이 적기 때문이다.
kr,배낭 로켓은 우리들 대부분이 어렸을 때 한 두 번 상상해 봤던 것이다.
kr,그것은 멋진 도시이다.
kr,대부분의 냉동된 사람들은 죽을 때 불치병을 앓고 있었다.
kr,지갑에 겨우 10달러밖에 없었던 그는 무엇을 해야 할지 몰랐다.
kr,그녀는 그것을 하는 것을 싫어한다.
kr,"모든 식물들이 크고 아름다운 꽃을 피우지는 않지만, 모든 꽃들은 같은 일을 한다."
kr,"그것들은 오늘 아침에 들에서 그분의 아드님이 사냥하신 거예요.""라고 말했다."
kr,꽃이 필 것이고 나무는 다시 초록색으로 물들 것이다.
kr,이것은 성경조차도 성 평등을 지향하는 일반적 추세를 거스를 수 없다는 것을 보여준다.
kr,우리 가족은 더 많은 시간을 바깥에서 보낼 것이다.
kr,한 경찰관이 벌어지고 있는 일을 보고서 멈춰 섰다.
kr,이 세상에서 너는 스스로의 노력으로 살아가야 할 것이다.
kr,그는 어렸을 때 읽는 데에 어려움이 있었다.
kr,"부모는 상담원의 말을 따랐고, 아들들이 변화하길 기대하면서 아이들을 주의 깊게 관찰했다."
kr,그러나 그것은 살아 있다.
kr,사람들의 생활과 가치관에 대해 불평하기 시작한다.
kr,"많은 사람들이 13일의 금요일은 불길한 날이고, 건물의 13층도 불길한 층이며, 13이란 숫자는 대체로 불길하다고 생각한다."
kr,"그러면 남편은 “나한테 소리지르지 마요!"" 라고 외치면서 대답했다."
kr,"나는 결혼을 했을때, 담배를 끊고 달리기를 시작했다."
kr,때때로 환자들은 수술 직후에 병원에서 걸어나갈 수 있었다.
kr,그녀는 농장에서 일했다.
kr,그 다음날 아침 자명종 시계가 울려 그 학생을 깨웠다.
kr,"그가 자신은 이메일이나 인터넷을 사용하지 않는다고 대답했을 때, 은행원은 매우 놀랐다."
kr,그리고 일반대중들은 그 소식에 다양하게 반응할 것이다.
kr,중국의 몇몇 지역에서는 지하수 수위가 매년 1미터씩이나 내려가고 있다.
kr,일부 근로자들은 근무 시간이 좀 더 자유로워지기 때문에 이것을 선호한다.
kr,세균은 물질 안에 들어갈 수 있다.
kr,그는 매일 사전을 가지고 다니며 새로운 단어들을 배우려고 노력한다.
kr,저는 당신들게 제가 얼마나 보비를 자랑스럽게 여기는지 알려드리고 싶을 따름입니다.
kr,"그러면, 당신은 원하는 색깔과 형태, 다른 디자인 요소를 선택할 수 있게 된다."
kr,그녀는 경찰에 체포되었다.
kr,여러 줄로 세워져 있는 크리스마스 트리 사이를 뒤지며 찾다가 남편과 나는 마음에 드는 나무 한 그루를 골랐다.
kr,다른 예를 들어보자.
kr,그들은 아마 2030년까지는 성공할 것이다.
kr,이제 뒤를 돌아보고 그 이전 단계 때의 자신의 실수들에 대해 웃음짓기 시작한다.
kr,그는 언제나 아침 일찍 일어나서 일하러 간다.
kr,"""소는 '아마 그건 나는 살아있을 때 주기 때문일 거야.'라고 말했습니다."""
kr,얼마전 한 텔레비전 기자가 몇 명의 어린이들에게 그들의 꿈이 무엇이냐고 물었다.
kr,그들은 이 새들이 종종 죽은 동물들 위를 난다는 것을 알기 때문에 그 새들을 찾으면 공짜 먹이를 얻을 수 있다.
kr,이런 행위들은 단체 근로환경을 약화시키고 생산성을 떨어뜨릴 수 있다.
kr,그래서 영어가 많은 사람들에 의해 사용되어진다.
kr,"사람들의 욕구를 충족시키기 위해, 정부는 많은 양의 지하수를 거의 다 써버렸다."
kr,이렇게 되면 암컷 북극곰들은 새끼를 갖기가 더 어려워진다.
